seq_id,frame_idx,lx0,lx1,lx2,lx3,lx4,lx5,lx6,lx7,lx8,lx9,lx10,lx11,lx12,lx13,lx14,lx15,lx16,lx17,lx18,lx19,lx20,ly0,ly1,ly2,ly3,ly4,ly5,ly6,ly7,ly8,ly9,ly10,ly11,ly12,ly13,ly14,ly15,ly16,ly17,ly18,ly19,ly20,rx0,rx1,rx2,rx3,rx4,rx5,rx6,rx7,rx8,rx9,rx10,rx11,rx12,rx13,rx14,rx15,rx16,rx17,rx18,rx19,rx20,ry0,ry1,ry2,ry3,ry4,ry5,ry6,ry7,ry8,ry9,ry10,ry11,ry12,ry13,ry14,ry15,ry16,ry17,ry18,ry19,ry20,wrist_dist,label
30,0,0.0,0.0,-0.10328263822554898,-0.16687277053429744,-0.22659291919115648,-0.3014776555664632,-0.3524619517471148,-0.3570647300183129,-0.43371351970510413,-0.3547718827837892,-0.17855025275493772,-0.5420461298463828,-0.31353198636395585,-0.6904569378612511,-0.39914494851805016,-0.7889064679654297,-0.470414249893512,-0.8824457113596986,-0.16285586618391248,-0.4972375276502342,-0.39182524274717706,-0.3837206870069127,-0.3714866748079768,-0.27605012444544835,-0.3163668925914241,-0.26333012832180364,-0.16952940226167604,-0.3976849868848471,-0.37440760300392123,-0.25998954155067644,-0.3391564836744722,-0.16939554564717807,-0.2813201759300598,-0.17057975461507902,-0.1868294652489539,-0.28203447984586427,-0.34673867704074224,-0.1642302078204547,-0.33151218566273694,-0.08303853366294643,-0.29226325564413014,-0.07270162744636238,0.0,0.0,0.13738250919286732,-0.14144034908595376,0.2551283115845464,-0.2807581519415246,0.3661225076392793,-0.3282094876209589,0.4490479538409872,-0.3322230639929937,0.1982994177824494,-0.5346084989218356,0.3496689893496362,-0.6682267163232228,0.4360735903616077,-0.7728107975288381,0.4988386323788533,-0.8666948822084939,0.15348654543031143,-0.4923787867804306,0.3827670635007772,-0.3575933161469396,0.35164570778025983,-0.25803319715019185,0.2965048207014042,-0.2570198674212226,0.12926798593574806,-0.3857764572372668,0.3552245343671433,-0.22494994759873793,0.300184685871971,-0.15909402911622597,0.23951464366583153,-0.18004970473355023,0.12232092618874234,-0.25496019431575395,0.3076067636429945,-0.1369811936112658,0.2640449403098443,-0.08531883050864456,0.20317471343842602,-0.09586805770161567,0.9938740267748793,Hollow Purple Prepare
30,1,0.0,0.0,-0.10365376167380401,-0.16958218721746104,-0.22318455133461795,-0.3008251090930687,-0.34907933120398055,-0.34884174059905015,-0.43217260357773696,-0.3352520082117877,-0.18123722401556602,-0.5313700577468348,-0.32091123575553776,-0.6798842408492376,-0.41244030478428134,-0.7797343017703793,-0.488360735213066,-0.8726418465224743,-0.1608181430772815,-0.48976878186011463,-0.3862695257045901,-0.36752729008654633,-0.3681684368266384,-0.26004915870995254,-0.3160419585344237,-0.24951924951383483,-0.16430689814433844,-0.3881544930275993,-0.3673173262961428,-0.24004386606035816,-0.3376056081663995,-0.151929266664055,-0.2838227488610009,-0.1530044613568235,-0.18215463890092595,-0.2689099990225111,-0.34333561414232594,-0.14853628455402426,-0.32893017447577627,-0.06816496966190347,-0.29076608360232975,-0.05798991155015205,0.0,0.0,0.15520158808548937,-0.1327995668695829,0.26472006507505114,-0.2724643119332208,0.3556171826265544,-0.3436266606567097,0.4322565449103459,-0.36230895926320367,0.18434616857840797,-0.5417316450612644,0.3384941226735353,-0.6802709198578603,0.42375542511643466,-0.7814337481587169,0.48318031869455386,-0.8755208619023475,0.1367097243803562,-0.500215778592947,0.3648574014320802,-0.37155542010160736,0.3385394038611922,-0.2615636065849967,0.2828880836507036,-0.254109984545737,0.11420582049222174,-0.3952332493594634,0.3462339260506732,-0.2424312468282869,0.3015170604848165,-0.1586147105037111,0.24347631124808772,-0.16484087380653334,0.11012490635322832,-0.266579450292504,0.3025980959415411,-0.1556049926848719,0.2726705106125275,-0.08822002602704083,0.22082651306607742,-0.08519782414244575,0.9928062154072781,Hollow Purple Prepare
30,2,0.0,0.0,-0.09017399099272681,-0.17271571915966155,-0.21020125258087283,-0.307050439366262,-0.3354591343588199,-0.3497953539431036,-0.422467583303989,-0.3306242324222737,-0.18296502589744318,-0.5256719236452586,-0.3235019157991296,-0.6754263971275292,-0.41295790253852804,-0.7780310407344847,-0.4878728752986593,-0.8729146908763874,-0.16870019878153014,-0.4842663317750516,-0.3907521931549804,-0.3679775877877586,-0.3717872938785013,-0.26371725085004555,-0.3200730375325245,-0.2558438854596415,-0.17620599494906553,-0.3834903552507918,-0.375631676311024,-0.24490594736980403,-0.34412373227725257,-0.16154667345078402,-0.28935285839260366,-0.16681808933679693,-0.19616508534222718,-0.2644199567172945,-0.3529712988931954,-0.14802208424263483,-0.33593236443487723,-0.07464123363854981,-0.2966204076942619,-0.07069159830980053,0.0,0.0,0.1532558081942563,-0.12434391994165053,0.26662606908250014,-0.2567422357931069,0.36109482653682845,-0.3214336831559879,0.4404470832422677,-0.3511621729503591,0.1945858432488981,-0.5333169494921381,0.3455253878040033,-0.6715171499327739,0.4308135995890739,-0.7751025948369741,0.4926203074891497,-0.8702443522650956,0.14654021097346598,-0.49755761744637816,0.3669712653323886,-0.3698987887431737,0.33542869378332385,-0.265312580699344,0.2805325465897588,-0.26454098702364653,0.12276991543960672,-0.3956744229873002,0.34577150140574925,-0.24144422096788717,0.29725164507325247,-0.1652546934862613,0.24006676846448383,-0.18256524828031914,0.11857465281776283,-0.2675015515031686,0.3043635233171638,-0.1503292378912232,0.2731519978606368,-0.08957116032010103,0.2212747665211902,-0.0962041548690489,1.006398492105085,Hollow Purple Prepare
30,3,0.0,0.0,-0.0980534909817284,-0.17166104318069306,-0.22194730751835676,-0.29914095275940505,-0.3529501804719736,-0.3415407229281014,-0.4396239340453523,-0.3290984394332085,-0.18107576721487395,-0.5271679751734114,-0.32438421103998005,-0.6786193261987862,-0.4123514054079444,-0.77800386931902,-0.4862290009072603,-0.8738314246333371,-0.16550159633526232,-0.4864099862842699,-0.3881213987822357,-0.36208594516514647,-0.36664747355172467,-0.25492087553156695,-0.31306657846654995,-0.24506813818971956,-0.17179304157570344,-0.38470932225779775,-0.37296392469929507,-0.238461044613384,-0.3398144954703723,-0.15099448080413533,-0.28343211892090864,-0.15275473269287645,-0.19098364053227693,-0.26556785787444737,-0.34856143880432977,-0.1430495711963823,-0.32987833678260997,-0.06522544914935266,-0.2883937418215556,-0.05821559649507389,0.0,0.0,0.17276879858983357,-0.12181243718342656,0.2778067185886395,-0.2463519708213869,0.3620236510000494,-0.31881801279180316,0.43314541111549665,-0.3627349101143818,0.1967641605124015,-0.5400428021511585,0.3435197374025946,-0.6750081043033955,0.4256427025441534,-0.7808997055498736,0.48336092196282654,-0.8754211667073435,0.1455908661405636,-0.5100585788772465,0.3768122416213509,-0.378406241207871,0.3477599359688067,-0.2614638320099179,0.291490420014076,-0.24994935379474462,0.12024781615355958,-0.41080163500825057,0.35218822116402587,-0.24620529092621332,0.30894181488622124,-0.15501169641802315,0.25105967163694765,-0.15388040909878875,0.1143521997863752,-0.2841985770975505,0.3013025386040596,-0.1592136815717771,0.2812208049150531,-0.08984409689497473,0.23821730394986537,-0.08672081570180804,1.0112423108119393,Hollow Purple Prepare
30,4,0.0,0.0,-0.09237448593705141,-0.17088635815492786,-0.21623832521034564,-0.3023298539445178,-0.34247734702419735,-0.3418375309574552,-0.4288483508297584,-0.3262385348608975,-0.1896403443703715,-0.5250342021805864,-0.33151107437565086,-0.6738317690697566,-0.4209444178947519,-0.7745336165487027,-0.49547760538130275,-0.8686207127196599,-0.1740126997932134,-0.47993235058345995,-0.39527222997574013,-0.35848758088483446,-0.3726590292884959,-0.2568478512324741,-0.3193344542169161,-0.2543005746276008,-0.1781842030216296,-0.3770062838340706,-0.3777852786895451,-0.23699364145354726,-0.3417530077806484,-0.1565015700021145,-0.2856418092237182,-0.1673609695953716,-0.19394330552040795,-0.25695167657706136,-0.35270282279140314,-0.14210012103079597,-0.33038504686155595,-0.07216491309025161,-0.2870472102188453,-0.07161205836887806,0.0,0.0,0.1696408091353052,-0.11630351159503041,0.2760266586352211,-0.2376329073780097,0.3610228771786373,-0.3053679151111426,0.4286963927973759,-0.34823872006748346,0.20066652177439767,-0.5383160858575817,0.34904945349221833,-0.6727282230706516,0.4310214363783232,-0.7785072790800062,0.4890218681030248,-0.8722715245363842,0.1490924972465261,-0.5107706130075866,0.37596374989150966,-0.3677955651866125,0.34148667202138316,-0.25997497097937,0.28291709067441023,-0.25899216657713897,0.12232909714881779,-0.41161281399058613,0.3508263082411921,-0.23868180243536358,0.30251436017482797,-0.15969277528282028,0.2425138840616035,-0.17329975035597256,0.11486256420486055,-0.2826357241475038,0.2948151196814415,-0.14607018655975226,0.26323672661245456,-0.0862147248936905,0.2117005598384883,-0.09777973399772422,1.0180952205291414,Hollow Purple Prepare
30,5,0.0,0.0,-0.10169575658985748,-0.16698550338476,-0.22618540368914133,-0.2924975854527999,-0.35443964616990276,-0.3340466974776548,-0.44005407759098003,-0.3200005774382244,-0.18779332668423057,-0.5265350862323424,-0.33180324116611165,-0.6772011032282368,-0.4209700491283854,-0.775496882041395,-0.4958260230424026,-0.8684218760913124,-0.1706536541542594,-0.4869814010211374,-0.3951675547054244,-0.3634952662135759,-0.3760135326847696,-0.25515887080276484,-0.32356475521886124,-0.24535285470640064,-0.17450452066543898,-0.38638804297072676,-0.3746950493817767,-0.23918467240235283,-0.33913465943361787,-0.1520054576723763,-0.282081160419865,-0.15752721691259566,-0.18980869352314178,-0.26815386665342034,-0.34666344325728193,-0.14864088361399813,-0.3260452536674394,-0.07251576778602753,-0.2833998471925034,-0.06880773696600552,0.0,0.0,0.1740369283483551,-0.11486021626167267,0.2801960072839596,-0.2354650321275732,0.3625628855199289,-0.30334842631478676,0.4259141729955841,-0.342413708272765,0.20587576972686783,-0.5330697118803572,0.35207558440482667,-0.668144256489134,0.4351932464291422,-0.7750863215570815,0.494253838142936,-0.8693176309502624,0.1518233889165038,-0.5038351017847278,0.37996569332345587,-0.36381909682663355,0.3470367706115723,-0.2526325069072569,0.28917310376984035,-0.24605619113357857,0.12257449036360435,-0.40288629812961824,0.35005963236641235,-0.23348021613037423,0.3082650418092988,-0.1523804254894794,0.2520762167462283,-0.1595794620874643,0.11360005963467701,-0.2732643994235365,0.29625815260049926,-0.14169500531760293,0.2815402952004035,-0.08525986431204131,0.24333392013280017,-0.09392762636105331,1.019412799145572,Hollow Purple Prepare
30,6,0.0,0.0,-0.09684522032694833,-0.16925283517305398,-0.22092269898101574,-0.29721542448547844,-0.35081183132389115,-0.333527872315088,-0.4367713234513204,-0.3145620138779122,-0.19203489057786052,-0.5258459170869033,-0.334426587917089,-0.673407357354557,-0.42415444280329195,-0.7731489795652658,-0.49921634952265065,-0.8664773721045914,-0.17629013912016148,-0.4844156142842389,-0.39807567804653543,-0.3633399349232781,-0.37207008341434417,-0.2598252881453052,-0.3156467964448742,-0.2554271758656887,-0.1799401324807465,-0.3845929171432638,-0.3788755130608903,-0.24470319215205072,-0.33903792726330567,-0.16216222445929646,-0.2798100557686017,-0.17232010247235058,-0.19435322820882295,-0.2675026786668645,-0.351253689693842,-0.15304919961004818,-0.3279006640926357,-0.08050760844167759,-0.2838145492617757,-0.07959815041141631,0.0,0.0,0.17290378886532123,-0.11710667933165812,0.27598418620779896,-0.2348537803012585,0.3581886349274939,-0.3040032745728204,0.42056001267830967,-0.34767600892884737,0.20344488501997463,-0.5313170205596286,0.3505256071455029,-0.6683358075319159,0.43258470967181717,-0.7769264191710574,0.49091430817756354,-0.8712078638456751,0.148521243007533,-0.5085465447333539,0.3745935036280697,-0.36735667494881746,0.34039201492856436,-0.2599303301685002,0.28406346666428417,-0.2555372174096298,0.11805768621285093,-0.41273399181411696,0.3429409743302139,-0.23884154937145133,0.2954039991257415,-0.16180977809315197,0.23791139790431978,-0.17375404805397202,0.10715030465881949,-0.2865794852068011,0.28596975846032335,-0.14978636450974056,0.2620249623961386,-0.09355203993668067,0.21718742642708072,-0.10503299885281703,1.02324306189811,Hollow Purple Prepare
30,7,0.0,0.0,-0.09597981053653233,-0.17125934619801067,-0.22517175549643267,-0.2941494733732125,-0.3641247213061985,-0.32710683267818597,-0.4540528088028461,-0.3063589400893106,-0.19361789778216787,-0.5223095456536899,-0.3381968761304754,-0.671436015671936,-0.4271384222741064,-0.7705868810566651,-0.5025400546376908,-0.8645539274589797,-0.1784133989634092,-0.48205792587039953,-0.4017500410271884,-0.3556544660920971,-0.3773345670015519,-0.24814038360211293,-0.3226712629851779,-0.24113060843970302,-0.18273867463551483,-0.38104020191046944,-0.38002130493139474,-0.2319749837377799,-0.3411666749147007,-0.14881736186741437,-0.2839501253627864,-0.15970045140963413,-0.19843807208680989,-0.2635412546167588,-0.3508389721610358,-0.13980988116404652,-0.3268597903509248,-0.06649427095594346,-0.2845728185435271,-0.06724272373985334,0.0,0.0,0.17462934268780558,-0.11583919439639977,0.27957224034354683,-0.23460853637480972,0.3611474060292686,-0.30456375159879084,0.4211956068151244,-0.3450019115258807,0.20513568028723003,-0.5328496344141344,0.35235793826579637,-0.6688995672566355,0.43377624009102,-0.7769291513606988,0.49238991653936554,-0.8703747296942601,0.14889976963589507,-0.5069447811645127,0.38038294525423505,-0.3617271956572972,0.3407710288796441,-0.25408717125098995,0.281714602018415,-0.25425270162311775,0.1177952260712288,-0.4094736081789438,0.34830851070680713,-0.23160212349045795,0.29783604695203036,-0.15283046598555705,0.2395630727421284,-0.1672476414071869,0.10761824979583753,-0.28113752067527065,0.2908248390435824,-0.14030085679688142,0.26471881439275574,-0.08509214443645968,0.2181768303248502,-0.09936047252084898,1.0322217575091772,Hollow Purple Prepare
30,8,0.0,0.0,-0.09355714096897037,-0.16911815626486051,-0.22212266219412188,-0.29135748592652744,-0.3616334699596028,-0.32270545129539757,-0.4510982922755599,-0.30285148933946354,-0.19335535229830716,-0.5209322148814631,-0.3375323865898535,-0.6717249340883876,-0.4259061744873234,-0.7717344247762994,-0.5000720349803159,-0.8659838103744468,-0.17807274431030926,-0.48194771961948496,-0.4016148381182419,-0.3585034881542526,-0.37788674407766915,-0.2512308632088681,-0.3237232489746865,-0.24508222756787826,-0.1821947233348148,-0.38235448989861176,-0.37925112116631277,-0.23664588341062637,-0.3404143183021076,-0.1533546845828752,-0.2834204924071383,-0.16529156203590112,-0.19780034495755708,-0.26623819857103037,-0.3497620078464434,-0.14196489877662077,-0.325039681901192,-0.06835415448296094,-0.2820770401011227,-0.06960801621481151,0.0,0.0,0.16791364650187673,-0.11989747120302602,0.27593010854419275,-0.239811543621257,0.35931637424098106,-0.30551325560242143,0.41945569616178807,-0.3353211743770438,0.2060306919236328,-0.5334737159377458,0.35497450115375284,-0.6681084790649068,0.43588008658112887,-0.7753584455262456,0.49460448256127476,-0.8691181771372024,0.1517076931247067,-0.5064089295387039,0.3838695715291436,-0.3592616557619173,0.34424683957570446,-0.25512616464784926,0.2870859067248958,-0.2589309010483796,0.12141167677935376,-0.4075663863934756,0.351963564964471,-0.22545826401725833,0.29651157431308534,-0.15194742777848913,0.23759986856927803,-0.17215482011266428,0.11217834300679558,-0.2780050420077728,0.2946098614239467,-0.13298556345877166,0.2569737051505296,-0.0813131889480667,0.2037876711561023,-0.100941286246405,1.0378862300295768,Hollow Purple Prepare
30,9,0.0,0.0,-0.09887859191766266,-0.1648372270716669,-0.22806118503087372,-0.28610361714903554,-0.3661083262700819,-0.31822169295993036,-0.45247086408491083,-0.30168878849297953,-0.19532543037872527,-0.5253811400551842,-0.3378813415744162,-0.6753334901891237,-0.4264637902181563,-0.7727582521524883,-0.5006913254742275,-0.865625898754688,-0.177103088605545,-0.48392138573200033,-0.402189093352507,-0.35341225183124875,-0.38067620422521087,-0.245696446320194,-0.3278562997470016,-0.2389578720659095,-0.18000768867840197,-0.3824682480232338,-0.37987534321769373,-0.22778029210999978,-0.3423546174363223,-0.14200820059834413,-0.2856746281783762,-0.15160037766316284,-0.1948648231054258,-0.26531407319052586,-0.3487343749529036,-0.1367695578234976,-0.32703075606452026,-0.06190170094170146,-0.2862396778449127,-0.061689144352340054,0.0,0.0,0.168806424880779,-0.11750427763308263,0.2770920055340524,-0.23560274866658631,0.3613160569917723,-0.3006213374159967,0.4256323170703366,-0.33057722990616456,0.206248317324139,-0.53509031750387,0.3556591067756064,-0.666981211033582,0.43792218787107684,-0.7733383059526867,0.49725794881924,-0.8676027503045861,0.15083328580925826,-0.5078505803907938,0.38416486344476886,-0.35306518169400547,0.34599894920604773,-0.2474712002413422,0.2880100339733312,-0.2501184221364724,0.11959111216447248,-0.40675159052545223,0.35172042820884203,-0.22016473199397105,0.2986747924309628,-0.14685474474973026,0.23949429699328767,-0.1656901029326848,0.10809397640628811,-0.2757861234852026,0.29048877627197434,-0.1293797767203713,0.2544899721370869,-0.07800407106061391,0.20223927374943,-0.0982636874794925,1.0373890645748447,Hollow Purple Prepare
